1st_flr_sf,3ssn_porch,bsmt_exposure,bsmt_full_bath,bsmt_qual,bsmtfin_type_1,enclosed_porch,exter_qual,exterior_1st,exterior_2nd,fireplace_qu,fireplaces,foundation,full_bath,garage_area,garage_finish,garage_type,garage_yr_blt,gr_liv_area,half_bath,heating_qc,house_style,id,kitchen_qual,lot_area,lot_config,lot_frontage,lot_shape,mas_vnr_area,mas_vnr_type,ms_subclass,ms_zoning,neighborhood,open_porch_sf,overall_qual,pool_area,roof_style,saleprice,screen_porch,total_bsmt_sf,wood_deck_sf,year_built,year_remod/add,yr_sold
1203,0,No,1.0,Gd,GLQ,0,Gd,VinylSd,VinylSd,TA,1,PConc,2,844.0,RFn,Attchd,1994.0,2526,1,Ex,2Story,2453,Gd,10120,Inside,92.0,Reg,391.0,BrkFace,60,RL,NoRidge,78,8,0,Hip,290000,0,1165.0,309,1994,1994,2006
988,0,Gd,0.0,Gd,GLQ,0,Gd,VinylSd,VinylSd,TA,1,PConc,2,597.0,RFn,Attchd,1999.0,1873,1,Ex,2Story,2129,Gd,10820,CulDSac,47.0,IR2,0.0,None,60,RL,CollgCr,123,7,0,Gable,235500,0,988.0,202,1999,1999,2007
940,0,No,0.0,TA,Rec,0,TA,Wd Sdng,Wd Sdng,None,0,BrkTil,1,400.0,Unf,Detchd,1956.0,1416,0,Ex,1.5Fin,2640,Gd,9600,Inside,60.0,Reg,0.0,None,50,RM,OldTown,24,6,0,Gable,156500,0,780.0,0,1900,2004,2006
953,0,No,0.0,Gd,Unf,0,TA,VinylSd,VinylSd,TA,1,PConc,2,460.0,RFn,Attchd,2000.0,1664,1,Ex,2Story,2437,TA,8121,Inside,68.0,IR1,0.0,None,60,RL,Gilbert,40,6,0,Gable,172400,0,953.0,100,2000,2000,2006
1428,0,No,0.0,Gd,Unf,0,Gd,CemntBd,CmentBd,None,0,PConc,2,480.0,Fin,Attchd,2007.0,1428,0,Ex,1Story,1123,Gd,11639,Corner,95.0,Reg,0.0,None,20,FV,Somerst,120,7,0,Gable,182000,0,1428.0,0,2007,2008,2008
1792,0,Gd,1.0,Ex,GLQ,0,Ex,VinylSd,VinylSd,Gd,1,PConc,2,925.0,RFn,Attchd,2005.0,1792,0,Ex,1Story,2398,Gd,13758,Inside,121.0,IR1,430.0,BrkFace,20,RL,NridgHt,49,9,0,Gable,372397,0,1792.0,204,2005,2006,2006
1093,0,No,0.0,Gd,LwQ,0,Gd,HdBoard,HdBoard,TA,1,PConc,2,614.0,Fin,BuiltIn,1995.0,2814,1,Ex,2Story,1420,Gd,9771,Corner,68.0,IR3,190.0,BrkFace,60,RL,SawyerW,32,6,0,Gable,260000,216,1077.0,48,1995,2002,2008
819,0,No,0.0,TA,Unf,0,TA,Wd Sdng,Wd Sdng,None,0,BrkTil,1,0.0,None,None,0.0,819,0,Ex,1Story,2693,Gd,9000,Inside,50.0,Reg,0.0,None,30,RM,IDOTRR,0,5,0,Gable,72000,0,610.0,0,1919,1950,2006
808,0,No,0.0,TA,Unf,204,Fa,AsphShn,AsphShn,None,0,PConc,2,0.0,None,None,0.0,1344,0,Ex,2Story,1370,TA,10320,Inside,60.0,Reg,0.0,None,190,RM,IDOTRR,0,3,0,Gable,82375,0,536.0,42,1915,1950,2008
1378,0,No,0.0,TA,Unf,0,TA,HdBoard,HdBoard,TA,1,CBlock,2,583.0,RFn,Attchd,1972.0,2119,1,TA,SLvl,392,TA,10448,Corner,68.0,IR1,333.0,BrkFace,80,RL,NWAmes,104,6,0,Gable,158000,0,689.0,0,1972,1972,2009
1072,0,No,1.0,TA,BLQ,0,TA,Wd Sdng,Wd Sdng,None,0,CBlock,1,240.0,Unf,Detchd,1948.0,1285,0,TA,1.5Fin,1351,TA,8635,Inside,50.0,Reg,0.0,None,50,RM,BrkSide,0,5,0,Gable,127000,0,672.0,0,1948,2001,2008
1433,0,Gd,1.0,Gd,GLQ,0,Gd,Plywood,Plywood,TA,2,CBlock,1,528.0,RFn,Attchd,1987.0,1433,1,Ex,1Story,246,Gd,11980,Inside,83.0,Reg,177.0,BrkFace,20,RL,SawyerW,278,7,0,Gable,270000,266,1433.0,0,1987,1987,2010
1496,0,Gd,1.0,Gd,GLQ,0,Gd,Wd Sdng,Wd Sdng,Gd,1,CBlock,1,612.0,Fin,BuiltIn,1983.0,2132,1,Ex,1.5Fin,802,Gd,12327,Inside,79.0,IR1,0.0,None,50,RL,SawyerW,40,8,0,Gable,316600,0,1496.0,349,1983,2009,2009
1357,0,Av,1.0,TA,ALQ,0,TA,Plywood,Plywood,Gd,1,CBlock,1,312.0,RFn,Basment,1959.0,1357,0,Gd,SLvl,1404,Ex,11512,Corner,124.0,IR1,84.0,BrkFace,80,RL,Edwards,0,6,0,Gable,177000,163,1019.0,0,1959,2006,2008
2196,0,Mn,0.0,Gd,ALQ,0,Gd,HdBoard,HdBoard,TA,1,CBlock,2,701.0,RFn,Attchd,1990.0,2196,0,Gd,1Story,803,Gd,14684,CulDSac,90.0,IR1,234.0,BrkFace,20,RL,SawyerW,70,7,0,Hip,271900,0,2158.0,84,1990,1991,2009
616,0,Mn,0.0,Gd,Unf,0,TA,CemntBd,CmentBd,Gd,1,PConc,1,336.0,Fin,BuiltIn,1976.0,1304,1,TA,2Story,1595,TA,2665,Inside,68.0,Reg,0.0,None,160,RM,MeadowV,24,5,0,Gable,115000,0,264.0,141,1976,1976,2008
938,0,No,0.0,TA,LwQ,20,TA,MetalSd,MetalSd,None,0,BrkTil,2,0.0,None,None,0.0,2358,0,Fa,2Story,1319,TA,5250,Inside,50.0,Reg,0.0,None,70,RM,OldTown,54,8,0,Gable,122000,0,684.0,0,1872,1987,2008
2726,0,No,0.0,Gd,Unf,169,Gd,WdShing,Plywood,Gd,1,CBlock,2,691.0,Fin,Attchd,1986.0,2726,1,Gd,1Story,2231,Gd,18044,CulDSac,70.0,IR1,0.0,None,20,RL,Crawfor,64,8,228,Gable,315000,0,279.0,216,1986,1986,2007
939,0,Av,0.0,Gd,Unf,0,Gd,VinylSd,VinylSd,None,0,PConc,2,639.0,RFn,Attchd,2006.0,1797,1,Ex,2Story,2162,Gd,9245,Inside,79.0,IR1,0.0,None,60,RL,CollgCr,53,7,0,Gable,213500,0,939.0,144,2006,2006,2007
1040,0,None,0.0,None,None,0,TA,Wd Sdng,Wd Sdng,None,0,CBlock,1,625.0,Unf,Detchd,1950.0,1040,0,TA,1Story,2622,TA,7200,Inside,60.0,Reg,0.0,None,20,RL,NAmes,0,5,0,Hip,109500,0,0.0,0,1950,1950,2006
789,0,No,0.0,TA,ALQ,0,TA,VinylSd,VinylSd,None,0,CBlock,1,250.0,Unf,Detchd,1948.0,789,0,Ex,1Story,1300,TA,6000,Inside,50.0,Reg,0.0,None,20,RM,OldTown,0,5,0,Gable,115000,0,789.0,0,1948,1950,2008
1143,0,No,0.0,Gd,Unf,0,Gd,MetalSd,MetalSd,Gd,1,PConc,1,588.0,RFn,Attchd,2004.0,1143,1,Ex,1Story,2505,Gd,3628,Inside,34.0,Reg,0.0,None,120,FV,Somerst,191,7,0,Gable,176400,0,1143.0,0,2004,2004,2006
1489,0,No,0.0,TA,Unf,0,TA,BrkFace,BrkFace,Gd,1,CBlock,2,462.0,RFn,Attchd,1968.0,1489,0,Gd,1Story,582,Gd,9156,Inside,68.0,IR1,0.0,None,20,RL,NWAmes,0,6,0,Hip,185750,0,1489.0,0,1968,1968,2009
1004,0,Mn,0.0,Gd,GLQ,0,Gd,VinylSd,VinylSd,TA,2,PConc,2,660.0,Fin,Attchd,1999.0,1852,1,Ex,2Story,1458,Gd,9066,Inside,73.0,IR1,320.0,BrkFace,60,RL,CollgCr,106,8,0,Gable,230000,0,1004.0,224,1999,2000,2008
960,0,No,0.0,TA,Unf,0,TA,WdShing,Wd Shng,None,0,CBlock,1,0.0,None,None,0.0,960,0,Ex,1Story,281,TA,6410,Inside,64.0,Reg,0.0,None,20,RL,Edwards,0,4,0,Hip,90000,0,960.0,0,1958,1958,2010
768,0,Av,1.0,Gd,ALQ,0,TA,VinylSd,VinylSd,None,0,CBlock,1,624.0,Unf,Detchd,1987.0,768,0,Ex,SFoyer,2298,TA,7244,Inside,54.0,Reg,0.0,None,85,RL,Mitchel,0,5,0,Gable,129500,0,768.0,104,1970,1970,2007
1124,0,Av,1.0,TA,BLQ,180,TA,Wd Sdng,Wd Sdng,TA,1,CBlock,1,353.0,Fin,Attchd,1956.0,1124,0,Ex,1Story,2580,TA,10152,Inside,72.0,Reg,0.0,None,20,RL,NAmes,211,6,0,Gable,153000,142,1124.0,0,1956,1994,2006
612,0,Av,0.0,Gd,GLQ,0,Gd,VinylSd,VinylSd,None,0,PConc,2,528.0,RFn,Detchd,2009.0,1224,1,Ex,2Story,568,Gd,3000,Inside,30.0,Reg,76.0,Stone,160,FV,Somerst,234,6,0,Gable,173733,0,612.0,0,2009,2009,2009
1100,0,No,0.0,Gd,Unf,0,TA,VinylSd,VinylSd,None,0,PConc,1,0.0,None,None,0.0,1100,1,Ex,1Story,1807,TA,7500,Inside,63.0,Reg,0.0,None,20,RL,SawyerW,136,6,0,Gable,146000,0,1100.0,0,2006,2007,2007
1019,0,No,0.0,TA,Rec,150,TA,MetalSd,MetalSd,Gd,1,CBlock,2,470.0,Unf,Attchd,1949.0,1556,0,TA,1.5Fin,129,TA,17360,Corner,120.0,Reg,340.0,Stone,50,RL,NAmes,0,6,0,Gable,172500,0,782.0,0,1949,1950,2010
1262,0,Gd,0.0,Gd,ALQ,0,TA,MetalSd,MetalSd,TA,1,CBlock,2,460.0,RFn,Attchd,1976.0,1262,0,Ex,1Story,1860,TA,9600,FR2,80.0,Reg,0.0,None,20,RL,Veenker,0,6,0,Gable,181500,0,1262.0,298,1976,1976,2007
827,0,Av,1.0,Gd,GLQ,0,Gd,VinylSd,VinylSd,TA,1,PConc,2,550.0,RFn,Attchd,1996.0,1661,1,Ex,2Story,839,Gd,10667,CulDSac,43.0,IR2,0.0,None,60,RL,CollgCr,61,7,0,Gable,212000,0,799.0,158,1996,1996,2009
945,0,No,0.0,TA,Unf,0,TA,Plywood,Plywood,TA,1,CBlock,2,482.0,RFn,Attchd,1978.0,1857,1,TA,2Story,2349,TA,10530,Inside,81.0,Reg,68.0,BrkFace,60,RL,NWAmes,105,7,0,Gable,188900,0,945.0,400,1978,1978,2006
666,0,No,0.0,Fa,LwQ,0,Fa,WdShing,Wd Shng,None,0,CBlock,1,0.0,None,None,0.0,666,0,Fa,1Story,1903,Gd,5000,Inside,50.0,Reg,0.0,None,20,RL,BrkSide,52,3,0,Gable,64500,0,666.0,0,1946,1950,2007
1117,0,Av,1.0,Gd,ALQ,0,TA,VinylSd,VinylSd,TA,1,PConc,2,522.0,Fin,Attchd,1978.0,1981,1,Ex,2Story,234,Gd,17082,CulDSac,68.0,IR1,288.0,BrkFace,60,RL,ClearCr,104,6,0,Gable,230000,0,1117.0,336,1978,1992,2010
901,0,No,1.0,TA,ALQ,43,TA,VinylSd,VinylSd,Gd,1,CBlock,1,576.0,Unf,Detchd,1975.0,1351,0,TA,1.5Fin,2172,TA,16287,Inside,74.0,Reg,0.0,None,50,RL,Edwards,0,5,0,Gable,122000,100,901.0,0,1925,1950,2007
1005,0,No,0.0,TA,LwQ,0,TA,Wd Sdng,Wd Sdng,TA,1,CBlock,1,319.0,Unf,Attchd,1956.0,1005,0,Ex,1Story,2588,TA,11050,Inside,65.0,Reg,0.0,None,20,RL,NAmes,0,5,0,Hip,133500,288,1005.0,0,1956,1956,2006
1584,0,No,0.0,Gd,LwQ,0,Gd,BrkFace,Wd Sdng,TA,2,BrkTil,2,520.0,Unf,Detchd,1920.0,2792,0,Ex,1.5Fin,1289,TA,10440,Corner,60.0,Reg,0.0,None,50,RM,OldTown,547,6,0,Gable,256000,480,1510.0,0,1920,1950,2008
925,0,No,0.0,Gd,ALQ,0,TA,CemntBd,CmentBd,TA,1,PConc,2,336.0,Unf,Attchd,1976.0,1475,0,TA,2Story,1596,TA,2665,Inside,41.0,Reg,0.0,None,160,RM,MeadowV,26,5,0,Gable,129500,0,550.0,92,1976,1976,2008
1978,0,No,1.0,Gd,GLQ,0,Gd,CemntBd,CmentBd,Gd,1,PConc,2,850.0,RFn,Attchd,2003.0,1978,1,Ex,1Story,264,Gd,10389,Inside,80.0,Reg,320.0,BrkFace,20,RL,CollgCr,25,8,0,Hip,318000,0,1978.0,188,2003,2003,2010
1606,0,No,0.0,Gd,Unf,0,Gd,VinylSd,VinylSd,Gd,1,PConc,2,871.0,RFn,Attchd,2006.0,1606,0,Gd,1Story,451,Gd,9658,Inside,70.0,IR1,383.0,Stone,20,RL,NridgHt,60,8,0,Gable,255900,0,1598.0,230,2006,2006,2009
1158,0,No,0.0,Gd,Unf,0,TA,VinylSd,VinylSd,None,0,PConc,1,0.0,None,None,0.0,1158,1,Ex,1Story,536,Gd,7500,Inside,63.0,Reg,0.0,None,20,RL,SawyerW,50,6,0,Gable,143500,0,1158.0,0,2004,2004,2009
1822,0,No,0.0,Ex,GLQ,0,Gd,CemntBd,CmentBd,Gd,1,PConc,2,678.0,RFn,Attchd,2005.0,1822,0,Ex,1Story,43,Ex,14122,Inside,79.0,IR1,240.0,BrkFace,20,RL,NridgHt,119,8,0,Hip,259000,0,1822.0,0,2005,2006,2010
2259,0,Mn,1.0,Gd,ALQ,192,TA,Wd Sdng,Wd Sdng,Gd,2,CBlock,2,450.0,Unf,Basment,1953.0,2259,0,TA,1Story,2223,Gd,21000,Corner,68.0,Reg,184.0,BrkFace,20,RL,Crawfor,120,6,0,Hip,217000,0,1809.0,166,1953,1953,2007
915,144,No,0.0,Gd,Rec,0,TA,BrkFace,Wd Sdng,Gd,1,BrkTil,1,440.0,Unf,Detchd,1950.0,1635,1,Ex,1.5Fin,2009,TA,8737,Inside,70.0,IR1,0.0,None,50,RL,BrkSide,38,6,0,Gable,210000,0,1065.0,0,1923,1950,2007
1002,0,No,1.0,TA,BLQ,0,TA,MetalSd,MetalSd,None,0,CBlock,1,902.0,Unf,Detchd,1973.0,1002,0,TA,1Story,394,TA,8750,Inside,68.0,IR1,76.0,BrkFace,20,RL,NAmes,0,5,0,Gable,148500,0,1002.0,0,1970,1970,2009
616,0,No,0.0,Gd,Unf,0,TA,VinylSd,VinylSd,Gd,1,PConc,2,432.0,Fin,BuiltIn,2007.0,1412,1,Ex,2Story,1738,Gd,8499,Inside,73.0,IR1,0.0,None,60,RL,Gilbert,36,6,0,Gable,156932,0,616.0,0,2006,2007,2007
1728,0,No,0.0,TA,Unf,0,TA,HdBoard,HdBoard,None,0,CBlock,2,576.0,Unf,Detchd,1987.0,1728,0,TA,1Story,1196,TA,11072,Inside,72.0,IR1,0.0,None,90,RL,NAmes,0,5,0,Gable,145000,0,1728.0,0,1965,1965,2008
1290,0,Av,1.0,Gd,GLQ,0,Gd,VinylSd,VinylSd,Gd,1,PConc,2,662.0,RFn,Attchd,2007.0,1290,0,Ex,1Story,828,Gd,6762,Inside,64.0,Reg,0.0,None,20,RL,CollgCr,0,7,0,Gable,200000,0,1282.0,168,2007,2007,2009
2046,0,Gd,1.0,Ex,GLQ,0,Ex,VinylSd,VinylSd,Gd,2,PConc,2,878.0,Fin,Attchd,2005.0,2046,1,Ex,1Story,1694,Ex,15431,Inside,105.0,Reg,400.0,BrkFace,20,RL,NridgHt,65,10,0,Hip,450000,175,1994.0,188,2005,2006,2007
742,0,No,0.0,Gd,GLQ,0,TA,MetalSd,MetalSd,None,0,PConc,2,440.0,Unf,Detchd,1999.0,1471,1,Gd,2Story,571,TA,3230,Inside,34.0,Reg,894.0,BrkFace,160,FV,Somerst,24,6,0,Gable,172500,0,729.0,0,1999,1999,2009
1548,0,No,0.0,TA,ALQ,0,TA,HdBoard,HdBoard,TA,1,CBlock,2,624.0,RFn,Attchd,1974.0,2614,1,TA,2Story,1192,TA,10800,Inside,90.0,Reg,0.0,None,60,RL,NWAmes,243,6,0,Gable,240000,0,1522.0,38,1974,1997,2008
1580,0,No,0.0,Gd,Unf,0,Gd,CemntBd,CmentBd,Gd,1,PConc,3,610.0,RFn,Attchd,2004.0,2466,0,Ex,2Story,1806,Gd,11143,Corner,102.0,IR1,0.0,None,60,FV,Somerst,214,8,0,Gable,340000,0,1580.0,159,2004,2005,2007
1466,0,Av,0.0,Gd,GLQ,0,Gd,VinylSd,VinylSd,None,0,PConc,2,610.0,Fin,Attchd,2007.0,1466,0,Ex,1Story,962,Gd,8925,Inside,73.0,IR1,0.0,None,20,RL,Timber,18,8,0,Gable,201000,0,1466.0,100,2007,2007,2009
969,0,Av,0.0,TA,BLQ,0,TA,HdBoard,HdBoard,None,0,CBlock,1,440.0,Unf,Attchd,1975.0,969,1,TA,1Story,2142,TA,10356,Corner,120.0,Reg,0.0,None,20,RL,CollgCr,0,5,0,Gable,122000,0,969.0,0,1975,1975,2007
1664,0,No,1.0,Gd,GLQ,0,TA,Plywood,Plywood,TA,1,CBlock,2,663.0,Fin,Attchd,1978.0,1664,0,TA,1Story,1648,Gd,12299,Inside,93.0,Reg,67.0,Stone,20,RL,NWAmes,0,7,0,Gable,213000,0,1529.0,0,1978,1985,2007
1691,0,No,1.0,TA,Rec,260,Gd,BrkComm,Brk Cmn,None,0,CBlock,1,550.0,Unf,Attchd,1967.0,1691,0,TA,1Story,618,TA,9900,Inside,90.0,Reg,0.0,None,20,RL,NAmes,67,6,0,Gable,175000,0,1680.0,0,1967,1967,2009
1208,0,No,1.0,Gd,GLQ,0,Gd,VinylSd,VinylSd,None,0,PConc,2,628.0,RFn,Attchd,2007.0,1208,0,Ex,1Story,2108,Gd,6762,Inside,64.0,Reg,108.0,BrkFace,20,RL,CollgCr,54,7,0,Gable,195400,0,1208.0,105,2007,2007,2007
1052,0,No,0.0,TA,BLQ,0,TA,HdBoard,HdBoard,Po,1,CBlock,1,668.0,Fin,Attchd,1984.0,1052,1,TA,1Story,772,TA,11625,Inside,75.0,Reg,172.0,BrkFace,20,RL,Sawyer,215,5,0,Hip,113500,0,1052.0,0,1967,1967,2009
972,0,No,0.0,TA,Unf,0,TA,MetalSd,MetalSd,Gd,1,BrkTil,1,312.0,Unf,Detchd,1939.0,1577,0,Gd,1.5Fin,2672,Fa,6435,Inside,65.0,Reg,0.0,None,50,RL,BrkSide,0,6,0,Gable,140200,0,972.0,0,1939,1950,2006
909,0,No,0.0,TA,BLQ,0,TA,Plywood,Plywood,None,0,CBlock,1,294.0,Unf,Attchd,1968.0,909,0,TA,1Story,2492,TA,8450,Inside,65.0,Reg,90.0,BrkFace,20,RL,Sawyer,155,5,0,Gable,116000,0,882.0,0,1968,1968,2006
1838,0,Gd,1.0,Gd,GLQ,0,Ex,VinylSd,VinylSd,Gd,1,PConc,2,682.0,Fin,Attchd,2005.0,1838,0,Ex,1Story,2903,Ex,11577,Inside,88.0,Reg,382.0,BrkFace,20,RL,Timber,225,9,0,Hip,359900,0,1838.0,161,2005,2006,2006
686,0,Av,0.0,Gd,GLQ,0,TA,HdBoard,Plywood,None,0,CBlock,1,317.0,Unf,Attchd,1977.0,1388,1,TA,2Story,2783,TA,8340,Inside,50.0,IR1,62.0,BrkFace,60,RL,CollgCr,36,6,0,Gable,157500,0,675.0,406,1977,1977,2006
1867,0,No,1.0,TA,LwQ,0,Gd,Wd Sdng,Wd Sdng,Gd,3,CBlock,1,303.0,Fin,Attchd,1955.0,1867,0,Ex,1Story,786,TA,10708,Inside,68.0,IR1,0.0,None,20,RL,ClearCr,0,5,0,Hip,190000,142,1617.0,476,1955,1993,2009
1301,0,Mn,0.0,TA,LwQ,0,TA,Wd Sdng,Wd Sdng,None,0,PConc,1,440.0,Unf,Detchd,1965.0,1301,0,TA,1Story,740,Fa,6911,FR2,60.0,Reg,0.0,None,30,RM,BrkSide,0,5,0,Gable,100000,0,1145.0,0,1924,1950,2009
1251,0,No,1.0,TA,BLQ,0,TA,HdBoard,HdBoard,Gd,2,CBlock,1,461.0,RFn,Attchd,1964.0,1251,0,TA,1Story,2546,TA,8800,Inside,80.0,Reg,425.0,BrkFace,20,RL,NAmes,116,6,0,Hip,160000,0,1251.0,0,1964,1964,2006
1444,0,No,1.0,Gd,GLQ,0,Gd,VinylSd,VinylSd,None,0,PConc,2,577.0,RFn,Attchd,2002.0,1444,0,Ex,1Story,851,Gd,10739,Inside,65.0,IR1,68.0,BrkFace,20,RL,CollgCr,40,7,0,Gable,203000,0,1431.0,144,2002,2001,2009
1453,0,No,0.0,Ex,GLQ,0,Gd,Wd Sdng,Wd Sdng,Ex,1,PConc,2,750.0,RFn,Attchd,1990.0,2810,1,Ex,2Story,1833,Gd,9572,Inside,68.0,IR1,336.0,BrkFace,60,RL,NoRidge,0,8,0,Gable,302000,0,1453.0,500,1990,1990,2007
923,0,No,0.0,Gd,BLQ,0,TA,Plywood,Plywood,TA,1,CBlock,2,264.0,RFn,Attchd,1980.0,923,0,TA,1Story,76,TA,8012,Inside,50.0,Reg,0.0,None,120,RL,SawyerW,0,6,0,Gable,143000,0,923.0,80,1980,1980,2010
1210,0,No,0.0,Gd,GLQ,0,Gd,VinylSd,VinylSd,TA,1,PConc,2,683.0,Fin,BuiltIn,1998.0,2452,1,Ex,2Story,2151,Gd,16226,Inside,66.0,IR3,0.0,None,60,RL,CollgCr,50,8,0,Gable,267000,0,1028.0,208,1998,1999,2007
1224,0,None,0.0,None,None,0,TA,HdBoard,HdBoard,None,0,Slab,2,530.0,Unf,CarPort,1964.0,1224,0,TA,1Story,1880,TA,10899,Inside,68.0,IR1,0.0,None,90,RL,NAmes,0,4,0,Gable,103000,0,0.0,0,1964,1964,2007
1337,0,No,1.0,Ex,GLQ,0,TA,VinylSd,VinylSd,None,0,PConc,2,405.0,Fin,Attchd,1998.0,1337,0,Ex,1Story,2907,TA,4500,FR2,32.0,Reg,443.0,BrkFace,120,RM,Mitchel,199,6,0,Hip,153500,0,1237.0,0,1998,1998,2006
1701,0,Gd,1.0,Gd,ALQ,0,TA,HdBoard,HdBoard,TA,2,CBlock,2,611.0,Fin,Basment,1975.0,1701,0,TA,SFoyer,1831,TA,16647,CulDSac,68.0,IR1,0.0,None,85,RL,Sawyer,0,5,0,Gable,171000,0,1390.0,0,1975,1981,2007
1093,0,No,0.0,TA,Unf,56,TA,Wd Sdng,Wd Sdng,None,0,BrkTil,1,288.0,Unf,Attchd,1924.0,1669,1,TA,1.5Fin,2836,TA,8707,FR2,62.0,Reg,0.0,None,50,RL,Edwards,0,4,0,Gable,107000,0,1093.0,0,1924,1950,2006
952,0,Mn,1.0,TA,Rec,0,TA,Wd Sdng,Wd Sdng,None,0,CBlock,1,288.0,Unf,Attchd,1968.0,952,0,Gd,1Story,1955,TA,8300,Inside,66.0,IR1,86.0,BrkFace,20,RL,NAmes,0,6,0,Gable,128500,0,952.0,0,1968,1968,2007
922,0,No,1.0,TA,Rec,0,TA,Wd Sdng,Wd Sdng,None,0,CBlock,1,308.0,Unf,Attchd,1957.0,922,0,TA,1Story,1926,TA,9770,Inside,72.0,Reg,0.0,None,20,RL,NAmes,34,5,0,Gable,116000,0,922.0,0,1957,1957,2007
1126,0,No,1.0,TA,ALQ,0,TA,BrkFace,BrkFace,Gd,1,CBlock,2,484.0,RFn,Attchd,1977.0,1126,0,Fa,1Story,2924,TA,17400,Inside,80.0,Reg,0.0,None,20,RL,Mitchel,41,5,0,Gable,160000,0,1126.0,295,1977,1977,2006
1280,0,Mn,0.0,Gd,Unf,0,Gd,HdBoard,HdBoard,None,0,PConc,2,506.0,RFn,Attchd,1992.0,1280,0,Ex,1Story,1003,Gd,5070,Inside,39.0,IR1,0.0,None,120,RL,StoneBr,82,8,0,Gable,180000,144,1280.0,0,1992,1992,2008
914,0,No,0.0,TA,ALQ,0,TA,HdBoard,HdBoard,None,0,CBlock,1,368.0,RFn,Attchd,1970.0,914,0,Ex,1Story,1667,Ex,7920,Inside,66.0,Reg,32.0,BrkFace,20,RL,NAmes,0,5,0,Gable,133000,0,914.0,120,1970,2002,2007
1368,0,Gd,2.0,Gd,GLQ,0,TA,MetalSd,MetalSd,None,0,PConc,2,784.0,Fin,Attchd,1997.0,1368,0,Gd,SFoyer,2905,TA,7020,Inside,78.0,Reg,200.0,BrkFace,90,RM,Mitchel,48,7,0,Gable,215000,0,1288.0,0,1997,1997,2006
753,0,No,0.0,TA,BLQ,0,TA,Wd Sdng,Wd Sdng,Gd,2,CBlock,1,213.0,Unf,Attchd,1942.0,1494,0,Fa,2Story,921,Gd,7500,Inside,68.0,IR1,0.0,None,70,RL,Crawfor,0,6,0,Gable,177500,224,771.0,0,1942,1950,2009
1534,0,Mn,0.0,Gd,GLQ,0,Gd,VinylSd,VinylSd,Gd,1,PConc,2,484.0,Fin,Attchd,2006.0,1534,0,Gd,1Story,1780,Gd,10612,Inside,76.0,Reg,248.0,BrkFace,20,RL,Somerst,46,8,0,Gable,215000,0,1524.0,168,2006,2006,2007
994,150,No,0.0,TA,LwQ,34,TA,Wd Sdng,Wd Sdng,Gd,1,BrkTil,2,250.0,Unf,Detchd,1938.0,1582,0,TA,1.5Fin,746,TA,6120,Inside,51.0,Reg,0.0,None,50,RM,BrkSide,0,5,0,Gable,150000,0,952.0,189,1938,1950,2009
1699,0,Mn,1.0,Gd,GLQ,0,TA,Plywood,Plywood,TA,2,PConc,3,594.0,Unf,Attchd,1990.0,3222,0,Gd,2Story,254,Gd,12376,Corner,90.0,Reg,0.0,None,60,RL,SawyerW,0,7,0,Hip,320000,0,1673.0,367,1990,1990,2010
1516,0,No,0.0,TA,Rec,0,TA,HdBoard,Plywood,None,0,CBlock,1,472.0,RFn,Attchd,1964.0,1516,1,TA,1Story,606,TA,10004,Inside,100.0,Reg,180.0,BrkFace,20,RL,NAmes,0,6,0,Gable,167000,152,1516.0,0,1964,1964,2009
1032,0,None,0.0,None,None,121,TA,Wd Sdng,Wd Sdng,TA,1,Slab,1,260.0,Unf,Detchd,1939.0,1032,0,TA,1Story,2703,TA,8250,Inside,55.0,Reg,0.0,None,30,RL,Edwards,0,5,0,Gable,125000,0,0.0,0,1935,1950,2006
1588,0,No,0.0,Fa,Unf,0,TA,MetalSd,MetalSd,None,0,BrkTil,2,0.0,None,None,0.0,1588,0,Gd,1Story,1306,TA,12205,Inside,103.0,Reg,0.0,None,20,RM,OldTown,0,3,0,Gable,65000,0,448.0,0,1949,1992,2008
1316,0,Av,0.0,Gd,Unf,0,Gd,VinylSd,VinylSd,Gd,1,PConc,2,440.0,Fin,Attchd,2007.0,1316,0,Ex,1Story,2102,Gd,11175,Corner,103.0,IR1,0.0,None,20,RL,CollgCr,20,7,0,Gable,200141,0,1316.0,0,2007,2007,2007
1528,0,No,0.0,Gd,Unf,0,Gd,VinylSd,VinylSd,TA,1,PConc,3,480.0,Unf,Attchd,2007.0,1528,2,Ex,1Story,1784,Gd,9965,FR2,85.0,Reg,0.0,None,20,RL,Somerst,228,7,0,Gable,235876,0,1528.0,0,2007,2007,2007
928,0,No,0.0,TA,Unf,78,TA,AsbShng,AsbShng,None,0,BrkTil,2,576.0,Unf,Detchd,1998.0,2168,0,Ex,2Story,941,Gd,8660,Inside,50.0,Reg,0.0,None,70,RM,IDOTRR,160,5,0,Gambrel,123000,0,760.0,467,1900,1993,2009
1081,0,No,1.0,TA,BLQ,0,TA,HdBoard,HdBoard,TA,1,CBlock,1,288.0,Unf,Detchd,1951.0,1422,0,TA,1.5Fin,2699,TA,12375,Inside,82.0,Reg,41.0,Stone,50,RL,Sawyer,0,5,0,Gable,137500,0,806.0,0,1951,1951,2006
