,1st_flr_sf,bsmt_exposure,bsmt_full_bath,bsmt_qual,bsmtfin_type_1,exter_qual,fireplace_qu,fireplaces,foundation,full_bath,garage_area,garage_finish,garage_type,garage_yr_blt,gr_liv_area,half_bath,heating_qc,house_style,id,kitchen_qual,lot_area,lot_config,lot_frontage,lot_shape,mas_vnr_area,mas_vnr_type,ms_subclass,ms_zoning,neighborhood,overall_qual,roof_style,saleprice,total_bsmt_sf,wood_deck_sf,porch,pool,age_sold,remodelled,exterior
1005,1093,No,0.0,3,1,3,0,0,BrkTil,1,288.0,Unf,Attchd,1924.0,1669,1,3,1.5Fin,2836,3,8707,FR2,62.0,0,0.0,None,50,RL,Edwards,4,Gable,107000,1093.0,0,1,0,82,1,wood
1006,952,Mn,1.0,3,3,3,0,0,CBlock,1,288.0,Unf,Attchd,1968.0,952,0,4,1Story,1955,3,8300,Inside,66.0,1,86.0,BrkFace,20,RL,NAmes,6,Gable,128500,952.0,0,0,0,39,0,wood
1007,922,No,1.0,3,3,3,0,0,CBlock,1,308.0,Unf,Attchd,1957.0,922,0,3,1Story,1926,3,9770,Inside,72.0,0,0.0,None,20,RL,NAmes,5,Gable,116000,922.0,0,1,0,50,0,wood
1008,1126,No,1.0,3,5,3,4,1,CBlock,2,484.0,RFn,Attchd,1977.0,1126,0,2,1Story,2924,3,17400,Inside,80.0,0,0.0,None,20,RL,Mitchel,5,Gable,160000,1126.0,295,1,0,29,0,brick
1009,1280,Mn,0.0,4,1,4,0,0,PConc,2,506.0,RFn,Attchd,1992.0,1280,0,5,1Story,1003,4,5070,Inside,39.0,1,0.0,None,120,RL,StoneBr,8,Gable,180000,1280.0,0,1,0,16,0,wood
1010,914,No,0.0,3,5,3,0,0,CBlock,1,368.0,RFn,Attchd,1970.0,914,0,5,1Story,1667,5,7920,Inside,66.0,0,32.0,BrkFace,20,RL,NAmes,5,Gable,133000,914.0,120,0,0,37,1,wood
1011,1368,Gd,2.0,4,6,3,0,0,PConc,2,784.0,Fin,Attchd,1997.0,1368,0,4,SFoyer,2905,3,7020,Inside,78.0,0,200.0,BrkFace,90,RM,Mitchel,7,Gable,215000,1288.0,0,1,0,9,0,metal
1012,753,No,0.0,3,4,3,4,2,CBlock,1,213.0,Unf,Attchd,1942.0,1494,0,2,2Story,921,4,7500,Inside,68.0,1,0.0,None,70,RL,Crawfor,6,Gable,177500,771.0,0,1,0,67,1,wood
1013,1534,Mn,0.0,4,6,4,4,1,PConc,2,484.0,Fin,Attchd,2006.0,1534,0,4,1Story,1780,4,10612,Inside,76.0,0,248.0,BrkFace,20,RL,Somerst,8,Gable,215000,1524.0,168,1,0,1,0,vinyl
1014,994,No,0.0,3,2,3,4,1,BrkTil,2,250.0,Unf,Detchd,1938.0,1582,0,3,1.5Fin,746,3,6120,Inside,51.0,0,0.0,None,50,RM,BrkSide,5,Gable,150000,952.0,189,1,0,71,1,wood
1015,1699,Mn,1.0,4,6,3,3,2,PConc,3,594.0,Unf,Attchd,1990.0,3222,0,4,2Story,254,4,12376,Corner,90.0,0,0.0,None,60,RL,SawyerW,7,Hip,320000,1673.0,367,0,0,20,0,wood
1016,1516,No,0.0,3,3,3,0,0,CBlock,1,472.0,RFn,Attchd,1964.0,1516,1,3,1Story,606,3,10004,Inside,100.0,0,180.0,BrkFace,20,RL,NAmes,6,Gable,167000,1516.0,0,1,0,45,0,wood
1017,1032,None,0.0,0,0,3,3,1,Slab,1,260.0,Unf,Detchd,1939.0,1032,0,3,1Story,2703,3,8250,Inside,55.0,0,0.0,None,30,RL,Edwards,5,Gable,125000,0.0,0,1,0,71,1,wood
1018,1588,No,0.0,2,1,3,0,0,BrkTil,2,0.0,None,None,0.0,1588,0,4,1Story,1306,3,12205,Inside,103.0,0,0.0,None,20,RM,OldTown,3,Gable,65000,448.0,0,0,0,59,1,metal
1019,1316,Av,0.0,4,1,4,4,1,PConc,2,440.0,Fin,Attchd,2007.0,1316,0,5,1Story,2102,4,11175,Corner,103.0,1,0.0,None,20,RL,CollgCr,7,Gable,200141,1316.0,0,1,0,0,0,vinyl
1020,1528,No,0.0,4,1,4,3,1,PConc,3,480.0,Unf,Attchd,2007.0,1528,2,5,1Story,1784,4,9965,FR2,85.0,0,0.0,None,20,RL,Somerst,7,Gable,235876,1528.0,0,1,0,0,0,vinyl
1021,928,No,0.0,3,1,3,0,0,BrkTil,2,576.0,Unf,Detchd,1998.0,2168,0,5,2Story,941,4,8660,Inside,50.0,0,0.0,None,70,RM,IDOTRR,5,Gambrel,123000,760.0,467,1,0,109,1,cemt_agg
1022,1081,No,1.0,3,4,3,3,1,CBlock,1,288.0,Unf,Detchd,1951.0,1422,0,3,1.5Fin,2699,3,12375,Inside,82.0,0,41.0,Stone,50,RL,Sawyer,5,Gable,137500,806.0,0,0,0,55,0,wood
1023,990,No,1.0,4,6,3,0,0,PConc,1,0.0,None,None,0.0,990,0,5,1Story,2127,3,8070,Inside,60.0,0,0.0,None,20,RL,CollgCr,4,Gable,123600,990.0,0,0,0,13,1,vinyl
1024,1324,No,0.0,3,3,3,3,1,CBlock,2,440.0,RFn,Attchd,1965.0,1324,0,5,1Story,2607,3,8658,Inside,84.0,0,101.0,BrkFace,20,RL,NAmes,6,Gable,160000,1088.0,0,1,0,41,0,wood
1025,948,No,0.0,4,1,3,3,1,PConc,2,463.0,RFn,Attchd,2000.0,1690,1,5,2Story,1754,3,8063,Inside,68.0,0,0.0,None,60,RL,Gilbert,6,Gable,181000,924.0,100,1,0,7,0,vinyl
1026,825,No,1.0,3,2,3,0,0,CBlock,1,720.0,RFn,Detchd,1963.0,825,0,3,1Story,1367,3,8235,Inside,49.0,1,0.0,None,20,RM,OldTown,5,Gable,125000,825.0,140,1,0,53,1,metal
1027,829,No,0.0,3,3,3,0,0,CBlock,1,441.0,Unf,Attchd,1968.0,1556,1,5,2Story,580,3,11700,Inside,78.0,0,0.0,None,60,RL,NWAmes,6,Gable,154000,727.0,0,0,0,41,0,metal
1028,1152,Mn,1.0,4,6,4,2,1,PConc,2,616.0,Fin,Attchd,1993.0,1797,1,5,2Story,341,4,12961,Inside,74.0,0,0.0,None,60,RL,Mitchel,6,Gable,231000,1152.0,162,1,0,17,1,vinyl
1029,1056,No,1.0,3,4,3,2,1,CBlock,1,304.0,Unf,Attchd,1968.0,1056,0,5,1Story,26,3,8450,Inside,65.0,0,0.0,None,20,RL,NAmes,5,Gable,142000,1056.0,0,1,0,42,0,vinyl
1030,1518,Mn,0.0,3,1,4,3,2,BrkTil,2,840.0,Unf,Detchd,1993.0,3608,1,5,2.5Fin,2667,5,22950,Inside,90.0,2,0.0,None,75,RM,OldTown,10,Gable,475000,1107.0,0,1,0,114,1,wood
1031,1778,Gd,2.0,5,6,4,4,1,PConc,2,495.0,Fin,Attchd,2005.0,1778,0,5,1Story,2884,5,5748,Inside,41.0,1,473.0,Stone,120,RM,Crawfor,8,Hip,375000,1573.0,123,1,0,1,1,cemt_agg
1032,864,No,0.0,3,5,3,1,1,CBlock,1,0.0,None,None,0.0,864,0,3,1Story,28,3,10500,FR2,70.0,0,0.0,None,20,RL,NAmes,4,Gable,115000,864.0,0,0,0,39,0,wood
1033,1221,No,1.0,4,6,4,0,0,PConc,2,400.0,RFn,Attchd,2004.0,1221,0,5,1Story,531,4,7500,Inside,62.0,0,0.0,None,20,FV,Somerst,7,Gable,185000,1221.0,0,1,0,5,1,vinyl
1034,740,No,1.0,3,2,3,4,1,BrkTil,1,216.0,Unf,Detchd,1920.0,865,0,3,1.5Fin,2189,3,10042,Corner,62.0,0,0.0,None,40,RL,Edwards,6,Gable,108500,660.0,0,1,0,87,1,wood
1035,520,No,0.0,4,1,4,0,0,PConc,2,480.0,RFn,Detchd,2005.0,1223,1,5,2Story,2508,4,2544,Inside,24.0,0,0.0,None,160,FV,Somerst,7,Gable,147400,600.0,0,1,0,1,0,metal
1036,713,No,1.0,4,6,4,0,0,PConc,2,506.0,Unf,Detchd,1999.0,1452,1,5,2Story,573,4,3768,FR2,35.0,0,218.0,BrkFace,160,FV,Somerst,7,Hip,156000,691.0,0,1,0,10,0,metal
1037,880,No,0.0,3,1,3,0,0,BrkTil,2,400.0,Unf,Detchd,1950.0,1308,0,4,1.5Fin,1363,3,10320,Inside,68.0,0,0.0,None,50,RM,IDOTRR,5,Gable,120000,880.0,0,1,0,93,1,wood
1038,744,Mn,0.0,4,6,4,0,0,PConc,2,400.0,Fin,BuiltIn,2004.0,1374,1,5,SLvl,487,4,9734,Inside,61.0,1,0.0,None,80,RL,Gilbert,7,Gable,167000,384.0,0,0,0,5,0,vinyl
1039,1504,No,0.0,4,6,4,4,1,PConc,2,437.0,Fin,Attchd,2005.0,1504,0,5,1Story,1083,4,3182,Inside,43.0,0,14.0,BrkFace,120,RL,Blmngtn,7,Gable,191000,1346.0,156,1,0,3,1,vinyl
1040,754,No,0.0,4,1,3,3,1,PConc,2,390.0,Fin,BuiltIn,1997.0,1384,1,4,SLvl,1620,3,8872,Inside,56.0,1,0.0,None,80,RL,Gilbert,6,Gable,161500,384.0,0,0,0,10,0,vinyl
1041,1411,Av,0.0,3,3,3,3,1,CBlock,1,310.0,RFn,Attchd,1955.0,1411,0,3,1Story,1929,3,12198,Inside,70.0,1,0.0,None,20,RL,NAmes,5,Gable,130000,1204.0,278,1,0,52,1,vinyl
1042,970,No,1.0,3,6,3,0,0,CBlock,1,624.0,Unf,Detchd,1996.0,970,0,3,1Story,1820,3,8480,Corner,80.0,0,0.0,None,20,RL,Sawyer,5,Hip,132500,970.0,0,1,0,44,0,wood
1043,904,Av,0.0,4,5,3,0,0,PConc,1,912.0,Unf,2Types,1979.0,904,0,5,SLvl,1398,4,10200,Inside,68.0,0,0.0,None,80,RL,Sawyer,5,Hip,144000,864.0,143,0,0,38,0,wood
1044,1100,None,0.0,0,0,3,0,0,Slab,2,579.0,Fin,Attchd,1979.0,2233,1,3,2Story,2177,3,9555,CulDSac,68.0,1,0.0,None,90,RL,Edwards,5,Gable,141000,0.0,0,0,0,28,0,wood
1045,875,No,0.0,3,3,3,0,0,CBlock,1,728.0,Unf,Detchd,1975.0,875,0,4,1Story,2144,4,7200,Inside,60.0,0,0.0,None,20,RL,CollgCr,4,Gable,117000,385.0,352,0,0,35,1,wood
1046,520,Av,1.0,3,6,3,0,0,CBlock,1,0.0,None,None,0.0,754,0,4,1.5Fin,2697,3,6780,Inside,60.0,0,0.0,None,190,RM,IDOTRR,6,Gable,84500,520.0,53,0,0,71,1,wood
1047,1663,Gd,1.0,4,4,3,4,2,CBlock,1,529.0,Fin,Attchd,1954.0,1663,0,5,1Story,1403,4,53227,CulDSac,68.0,1,0.0,None,20,RL,ClearCr,4,Flat,256000,1364.0,224,1,0,54,1,wood
1048,925,No,0.0,3,4,3,0,0,CBlock,1,429.0,Unf,Detchd,1965.0,925,0,5,1Story,596,3,9100,Inside,70.0,0,0.0,None,20,RL,NAmes,5,Gable,117500,925.0,0,0,0,44,0,vinyl
1049,976,No,1.0,3,3,4,3,2,BrkTil,1,256.0,Unf,Detchd,1940.0,1308,1,5,1.5Fin,922,3,9600,Inside,130.0,1,0.0,None,50,RL,Crawfor,5,Gable,160000,728.0,0,1,0,69,1,metal
1050,1375,No,1.0,3,3,3,4,1,CBlock,1,323.0,Unf,Attchd,1956.0,1375,0,4,1Story,2065,3,14175,Inside,81.0,0,0.0,None,20,RL,Sawyer,5,Hip,187000,1240.0,0,0,0,51,1,brick
1051,1217,Mn,1.0,5,6,4,4,1,PConc,2,818.0,Fin,Attchd,2003.0,2385,1,5,2Story,1710,4,14277,Inside,110.0,0,280.0,BrkFace,60,RL,NridgHt,8,Gable,350000,1317.0,192,1,0,4,0,vinyl
1052,896,Mn,0.0,4,1,3,0,0,CBlock,2,480.0,Unf,Detchd,1982.0,1792,2,3,2Story,1034,3,9000,FR2,60.0,0,0.0,None,90,RL,NAmes,5,Gable,133000,896.0,0,1,0,34,0,vinyl
1053,2464,Gd,1.0,5,6,4,5,1,PConc,2,650.0,Fin,Attchd,2007.0,2464,1,5,1Story,1057,5,13693,Inside,105.0,0,554.0,Stone,20,RL,NridgHt,8,Hip,417500,2418.0,358,1,0,1,0,vinyl
1054,1569,No,0.0,4,5,4,3,1,PConc,2,660.0,RFn,Attchd,2007.0,1569,0,5,1Story,470,4,3635,Inside,51.0,0,130.0,BrkFace,120,RL,Blmngtn,7,Hip,175900,1386.0,143,1,0,2,0,vinyl
1055,1680,Gd,1.0,5,6,5,4,1,PConc,1,1138.0,Fin,Attchd,2009.0,1680,1,5,1Story,819,5,10933,Inside,84.0,0,242.0,Stone,20,RL,CollgCr,9,Hip,323262,1555.0,185,1,0,0,0,vinyl
1056,1337,Mn,1.0,4,6,4,0,0,PConc,2,531.0,RFn,Attchd,2003.0,1337,0,5,1Story,2160,4,8450,Inside,65.0,0,0.0,None,20,RL,CollgCr,7,Gable,185000,1337.0,0,1,0,4,0,vinyl
1057,816,No,1.0,3,4,3,2,1,CBlock,1,240.0,Unf,Attchd,1949.0,816,0,5,1Story,2552,3,8550,Inside,60.0,0,0.0,None,30,RL,NAmes,6,Gable,129800,816.0,228,1,0,72,1,metal
1058,1541,Mn,0.0,4,4,4,4,1,PConc,2,532.0,RFn,Attchd,2005.0,1541,0,5,1Story,41,4,12182,Corner,95.0,0,226.0,BrkFace,20,RL,NridgHt,7,Gable,220000,1541.0,0,1,0,5,0,vinyl
1059,989,No,0.0,3,1,3,0,0,BrkTil,1,240.0,Unf,Detchd,1935.0,1573,0,5,1.5Fin,742,4,6120,Inside,51.0,0,0.0,None,50,RM,BrkSide,4,Gable,133000,884.0,0,1,0,74,1,cemt_agg
1060,832,No,0.0,3,1,3,0,0,CBlock,2,384.0,Unf,Detchd,1949.0,1461,0,3,1.5Fin,686,3,10800,Inside,60.0,0,0.0,None,50,RL,NAmes,4,Gable,133500,832.0,0,1,0,60,1,metal
1061,2048,No,0.0,3,1,3,0,0,CBlock,3,776.0,Unf,2Types,1976.0,2048,0,3,1Story,314,3,12760,Inside,68.0,1,0.0,None,90,RL,Mitchel,6,Gable,170000,1958.0,0,0,0,34,0,wood
1062,910,No,0.0,4,1,3,3,1,PConc,2,392.0,RFn,Attchd,1993.0,1642,1,4,2Story,1630,3,7655,CulDSac,68.0,1,0.0,None,60,RL,Gilbert,6,Gable,168000,903.0,290,1,0,14,1,wood
1063,868,No,0.0,2,3,3,0,0,CBlock,1,624.0,Unf,Detchd,1970.0,1470,1,5,2Story,191,3,10560,Inside,60.0,0,0.0,None,70,RM,OldTown,6,Gable,140750,738.0,0,0,0,88,1,wood
1064,957,No,0.0,4,1,3,3,1,PConc,3,482.0,Fin,Attchd,1999.0,2299,1,5,2Story,1626,3,7500,Inside,60.0,0,0.0,None,60,RL,Gilbert,6,Gable,204000,938.0,188,1,0,8,1,vinyl
1065,884,No,0.0,4,1,4,4,1,PConc,2,434.0,Fin,BuiltIn,2001.0,2035,1,5,2Story,59,4,9505,CulDSac,68.0,1,180.0,BrkFace,60,RL,Gilbert,7,Gable,222500,884.0,144,1,0,9,0,vinyl
1066,999,Av,1.0,3,4,3,0,0,CBlock,1,300.0,Unf,Attchd,1962.0,999,0,3,SFoyer,2632,3,10205,Inside,69.0,1,0.0,None,85,RL,NAmes,5,Gable,134500,925.0,150,1,0,44,0,metal
1067,1378,Av,1.0,4,6,4,4,1,PConc,2,540.0,Fin,Attchd,2004.0,1378,0,5,1Story,1835,4,4379,FR2,45.0,1,0.0,None,120,FV,Somerst,8,Gable,214000,1378.0,160,1,0,3,0,metal
1068,793,Mn,1.0,4,3,3,4,1,CBlock,1,410.0,Unf,Detchd,1939.0,1118,0,3,1.5Fin,2675,3,7800,Inside,65.0,0,0.0,None,190,RM,OldTown,5,Gable,119900,793.0,0,1,0,67,1,metal
1069,1440,No,0.0,3,5,3,0,0,CBlock,2,0.0,None,None,0.0,1440,0,3,1Story,1503,2,12108,Inside,92.0,0,270.0,BrkFace,90,RL,Edwards,4,Gable,118000,1440.0,0,0,0,53,0,vinyl
1070,1134,No,0.0,3,3,3,0,0,CBlock,1,254.0,RFn,Attchd,1960.0,1134,0,5,1Story,1963,3,7000,Inside,70.0,0,45.0,BrkFace,20,RL,NAmes,5,Gable,135000,1010.0,0,1,0,47,1,wood
1071,1053,No,0.0,3,1,3,4,1,BrkTil,1,370.0,Unf,Detchd,1922.0,1848,1,4,1.5Fin,1352,4,13053,Inside,64.0,0,0.0,None,50,RL,BrkSide,6,Gambrel,207000,833.0,0,1,0,85,1,wood
1072,1390,No,0.0,3,3,3,4,1,PConc,2,576.0,Unf,Detchd,1925.0,1694,0,2,1.5Fin,1519,3,8400,Inside,60.0,0,0.0,None,50,RL,SWISU,6,Gable,136500,1181.0,342,1,0,83,1,metal
1073,901,No,0.0,3,1,3,0,0,CBlock,1,281.0,Unf,Detchd,1954.0,901,0,5,1Story,1305,3,6000,Corner,50.0,0,0.0,None,20,RM,OldTown,4,Gable,107900,901.0,0,0,0,54,1,metal
1074,861,No,1.0,3,2,3,4,1,BrkTil,1,528.0,Unf,Detchd,1968.0,1409,1,4,1.5Fin,2014,3,6240,Inside,68.0,0,0.0,None,50,RM,BrkSide,6,Gable,126000,861.0,225,1,0,69,1,vinyl
1075,1656,Gd,1.0,3,4,3,4,2,CBlock,1,528.0,Fin,Attchd,1960.0,1656,0,2,1Story,1,3,31770,Corner,141.0,1,112.0,Stone,20,RL,NAmes,6,Hip,215000,1080.0,210,1,0,50,0,brick
1076,1742,Av,1.0,5,6,5,5,1,PConc,2,846.0,Fin,BuiltIn,2008.0,2332,1,5,2Story,1052,5,12474,Inside,96.0,0,272.0,Stone,60,RL,NridgHt,10,Gable,426000,1682.0,196,1,0,1,1,vinyl
1077,1113,No,0.0,3,5,4,4,1,CBlock,1,264.0,Unf,Attchd,1950.0,1113,0,4,1Story,622,4,9600,Inside,80.0,0,0.0,None,20,RL,NAmes,5,Gable,147000,1113.0,0,1,0,59,1,metal
1078,1232,No,0.0,3,1,4,4,1,BrkTil,1,440.0,Unf,Detchd,1916.0,1232,0,5,1Story,913,4,8574,Inside,64.0,0,0.0,None,30,RL,Crawfor,6,Gable,147500,816.0,0,1,0,93,1,cemt_agg
1079,1950,Gd,1.0,5,6,5,4,1,PConc,2,706.0,Fin,Attchd,2007.0,1950,0,5,1Story,1058,5,14418,Inside,104.0,1,480.0,BrkFace,20,RL,NridgHt,9,Hip,383000,1950.0,156,1,0,1,0,vinyl
1080,1872,Av,0.0,4,6,3,3,1,CBlock,2,604.0,Fin,Attchd,1988.0,1872,0,4,1Story,2348,3,10400,Inside,80.0,0,102.0,BrkFace,20,RL,NWAmes,7,Gable,241500,1845.0,197,1,0,18,0,wood
1081,676,No,0.0,4,1,3,0,0,BrkTil,1,400.0,Unf,Detchd,1994.0,1264,0,5,1.5Fin,1527,3,15564,Inside,63.0,0,0.0,None,50,RL,Crawfor,6,Gable,147500,676.0,424,0,0,94,1,wood
1082,1168,Gd,0.0,5,6,4,4,1,PConc,3,683.0,Fin,BuiltIn,2005.0,2500,1,5,2Story,1011,5,13543,Corner,101.0,1,130.0,Stone,60,RL,StoneBr,8,Gable,355000,1168.0,192,1,0,3,0,vinyl
1083,784,No,1.0,3,5,3,0,0,BrkTil,1,0.0,None,None,0.0,784,0,4,1.5Unf,1332,4,6130,Inside,50.0,0,0.0,None,45,RM,BrkSide,5,Gable,109500,784.0,0,1,0,84,1,metal
1084,612,None,0.0,0,0,3,0,0,BrkTil,1,308.0,Unf,Detchd,1965.0,612,0,2,1Story,709,3,5925,Corner,50.0,0,0.0,None,30,RM,OldTown,2,Gable,45000,0.0,0,1,0,69,1,metal
1085,1207,Mn,0.0,3,1,3,3,2,CBlock,2,349.0,Unf,Attchd,1940.0,2403,0,5,2Story,209,3,24090,Inside,68.0,0,0.0,None,70,RL,ClearCr,7,Gable,244400,1032.0,56,1,0,70,1,metal
1086,1644,No,1.0,3,6,3,4,2,CBlock,1,418.0,Fin,Attchd,1953.0,1644,0,3,1Story,619,3,9600,Inside,80.0,0,238.0,Stone,20,RL,NAmes,6,Hip,167000,1416.0,110,0,0,56,0,wood
1087,860,No,0.0,4,1,4,0,0,PConc,2,542.0,Fin,Attchd,2002.0,1729,1,5,2Story,2150,4,8158,Inside,65.0,0,214.0,BrkFace,60,RL,CollgCr,7,Gable,200000,860.0,386,1,0,5,0,vinyl
1088,879,No,0.0,3,1,3,0,0,BrkTil,1,180.0,Unf,Detchd,1936.0,879,0,4,1Story,2704,3,5220,Inside,50.0,1,0.0,None,30,RL,SWISU,5,Gable,80000,830.0,0,1,0,70,1,wood
1089,864,No,1.0,3,3,3,0,0,CBlock,1,572.0,Unf,Detchd,1957.0,864,0,3,1Story,2839,3,8172,Inside,60.0,0,0.0,None,20,RL,Edwards,5,Hip,115000,864.0,0,0,0,51,1,wood
1090,1196,No,1.0,4,2,3,4,1,CBlock,1,297.0,RFn,Attchd,1956.0,1196,0,4,1Story,1242,3,9000,Inside,72.0,0,74.0,BrkFace,20,RL,NAmes,6,Gable,139000,1196.0,0,1,0,52,0,wood
1091,672,No,0.0,3,5,3,3,1,CBlock,1,440.0,Fin,Attchd,1978.0,1400,1,3,2Story,2714,3,7844,Inside,74.0,0,203.0,BrkFace,60,RL,Sawyer,6,Hip,149500,672.0,0,0,0,28,0,wood
1092,755,Mn,1.0,3,1,3,4,1,CBlock,1,296.0,Unf,Detchd,1940.0,1510,0,3,2Story,799,3,9084,Inside,60.0,0,0.0,None,70,RL,Edwards,4,Gable,108000,755.0,120,0,0,69,1,metal
1093,694,None,0.0,0,0,3,0,0,BrkTil,2,0.0,None,None,0.0,1294,0,3,2Story,1260,3,10800,Inside,60.0,0,0.0,None,190,RL,OldTown,4,Gable,106250,0.0,220,1,0,108,1,metal
1094,1240,Av,0.0,4,1,4,0,0,PConc,2,826.0,RFn,Attchd,2006.0,1240,0,5,1Story,2107,4,8556,Inside,74.0,0,0.0,None,20,RL,CollgCr,7,Gable,194000,1240.0,140,1,0,1,0,vinyl
1095,988,No,1.0,3,2,3,0,0,CBlock,1,624.0,Unf,Detchd,1977.0,988,0,5,1Story,2486,3,9100,Inside,70.0,0,51.0,BrkFace,20,RL,Sawyer,5,Hip,129500,988.0,0,0,0,44,0,wood
1096,1560,No,0.0,3,1,3,0,0,CBlock,2,792.0,Unf,Detchd,1968.0,1560,0,3,1Story,1911,3,8668,Corner,63.0,0,0.0,None,90,RL,NAmes,5,Gable,126000,1560.0,0,0,0,39,0,metal
1097,1368,Mn,1.0,2,3,3,0,0,CBlock,1,195.0,RFn,Attchd,1950.0,1368,0,3,1Story,896,3,11767,Inside,70.0,0,0.0,None,20,RL,Edwards,5,Gable,120000,1078.0,0,1,0,59,0,metal
1098,1484,Av,1.0,4,6,4,0,0,PConc,2,606.0,RFn,Attchd,2004.0,1484,0,5,1Story,272,4,8400,Inside,70.0,0,109.0,BrkFace,20,RL,CollgCr,7,Gable,213000,1473.0,0,1,0,6,1,vinyl
1099,1226,Gd,1.0,4,6,4,2,1,CBlock,1,484.0,Fin,Attchd,1980.0,1226,0,3,1Story,2521,4,3874,Inside,40.0,1,0.0,None,120,RL,Greens,8,Gable,190000,1226.0,133,1,0,26,0,wood
1100,1169,No,0.0,4,6,3,3,1,PConc,2,402.0,Fin,Attchd,1993.0,1169,0,4,1Story,2324,3,8076,Inside,68.0,1,112.0,BrkFace,20,RL,Gilbert,6,Gable,183500,1160.0,0,1,0,13,1,wood
1101,1035,Av,0.0,3,3,3,3,2,CBlock,2,276.0,Unf,BuiltIn,1963.0,1651,0,3,SLvl,1953,3,10090,Inside,93.0,1,364.0,BrkFace,80,RL,NAmes,7,Gable,172000,725.0,460,1,0,44,1,wood
1102,816,Mn,1.0,3,5,3,4,1,CBlock,1,288.0,Unf,Detchd,1958.0,816,0,5,1Story,887,3,8877,Inside,67.0,0,0.0,None,20,RL,Edwards,4,Gable,100000,816.0,0,0,0,71,1,metal
1103,1564,No,0.0,4,6,4,0,0,PConc,2,814.0,RFn,Attchd,2007.0,1564,0,5,1Story,1479,4,11058,Corner,85.0,0,212.0,Stone,20,RL,CollgCr,7,Gable,218836,1564.0,0,1,0,1,0,vinyl
1104,1221,No,0.0,2,1,3,3,1,BrkTil,2,672.0,Unf,Detchd,2003.0,1912,0,5,1.5Fin,1317,3,10800,Inside,60.0,0,0.0,None,190,RM,OldTown,6,Gable,163000,482.0,0,1,0,103,1,wood
1105,1525,Av,0.0,4,1,4,4,1,PConc,2,534.0,RFn,Attchd,2006.0,1525,1,5,1Story,1750,4,10936,Inside,59.0,1,0.0,None,20,RL,Gilbert,7,Gable,206580,1510.0,100,1,0,1,0,vinyl
1106,728,No,0.0,4,1,4,4,1,PConc,2,390.0,Fin,Attchd,2005.0,1456,1,5,2Story,2815,4,8461,Inside,65.0,0,0.0,None,60,RL,CollgCr,6,Gable,163990,728.0,0,1,0,1,1,vinyl
1107,665,No,0.0,2,1,2,0,0,BrkTil,1,390.0,Unf,Detchd,2001.0,1330,0,4,2Story,2692,3,7518,FR3,60.0,0,0.0,None,70,RM,IDOTRR,5,Gable,116500,396.0,0,1,0,96,1,cemt_agg
1108,840,No,0.0,4,1,4,4,1,PConc,2,400.0,Fin,BuiltIn,2002.0,1720,1,5,2Story,1090,4,8010,Inside,68.0,1,0.0,None,60,RL,Gilbert,7,Gable,188000,840.0,138,1,0,6,1,vinyl
1109,1280,Av,0.0,3,6,3,3,1,CBlock,2,432.0,Fin,Basment,1966.0,1280,0,5,SFoyer,1912,3,10050,Inside,68.0,1,87.0,BrkFace,85,RL,NAmes,5,Gable,175000,793.0,140,1,0,41,0,wood
1110,1179,Gd,1.0,4,6,4,0,0,CBlock,2,480.0,RFn,Attchd,1988.0,1179,0,4,1Story,1634,3,4740,Inside,38.0,1,0.0,None,120,RL,StoneBr,8,Gable,182000,1166.0,0,1,0,19,0,cemt_agg
1111,960,No,0.0,3,1,4,0,0,BrkTil,1,576.0,RFn,Detchd,1981.0,960,0,3,1Story,1974,3,6978,Inside,60.0,0,0.0,None,30,RM,OldTown,5,Gable,103000,850.0,0,1,0,81,1,metal
1112,2633,Gd,1.0,5,6,5,4,2,PConc,2,804.0,RFn,Attchd,2001.0,2633,1,5,1Story,1764,5,11400,Inside,68.0,0,705.0,BrkFace,20,RL,NoRidge,10,Hip,466500,2633.0,314,1,0,6,1,vinyl
1113,988,No,1.0,3,5,4,0,0,CBlock,2,297.0,Unf,Attchd,1959.0,988,0,3,1Story,634,4,9240,Inside,66.0,1,0.0,None,20,RL,NAmes,6,Hip,149500,988.0,156,0,0,50,1,metal
1114,1055,No,0.0,4,6,3,0,0,CBlock,2,319.0,Unf,Attchd,1978.0,1055,0,3,1Story,1683,3,2304,Inside,24.0,0,0.0,None,120,RL,NPkVill,7,Gable,142500,1061.0,108,1,0,29,0,wood
1115,1422,Mn,0.0,3,4,3,0,0,PConc,1,352.0,Unf,Detchd,1973.0,1422,0,3,1Story,2199,3,7223,Inside,54.0,0,0.0,None,30,RL,Crawfor,5,Hip,136500,1290.0,0,1,0,81,1,cemt_agg
1116,630,No,0.0,4,6,3,0,0,PConc,2,484.0,Unf,Detchd,1993.0,1320,1,5,2Story,2789,3,3612,Inside,68.0,1,0.0,None,160,RH,Landmrk,6,Gable,137000,630.0,0,1,0,13,1,vinyl
1117,1688,Mn,1.0,4,6,4,5,1,CBlock,2,528.0,RFn,Attchd,1988.0,1688,0,5,1Story,1018,5,12680,Inside,63.0,1,102.0,BrkFace,20,RL,NWAmes,7,Gable,226500,1675.0,0,1,0,20,0,wood
